transaction_id,timestamp,sender,receiver,location,country,amount,type,channel,is_international,risk_score
1285,2025-10-02 23:05:07,ba0c507a-1363-411c-b20e-c54c98f06436,80d5c6c8-09e3-4567-ba77-a102cb578369,West Lisa,Ireland,1405.25,p2p,web,1,0.21
1286,2025-08-08 17:55:10,1e5b538e-f37b-4230-b2af-45d518a565ce,b9f3381d-4cc1-4893-9f76-08b1326ba24a,East Rachelstad,Belgium,4168.79,others,offline,1,0.77
1287,2025-08-19 02:09:52,5120e0c8-18a0-45ff-ae5a-d49fa815e952,439e5fb3-e841-4e43-9546-6710931fad96,East Anthony,Italy,3131.72,p2p,web,1,0.16
1288,2025-06-20 16:03:41,b2eca39a-96cf-44ad-b3d5-8d9175151103,a3c9ae2a-e4f2-4377-8762-2413a80523f2,Port Kevinfurt,Belgium,905.53,salary,bank_app,1,0.43
1289,2025-02-14 01:26:36,00cd5dc0-a3c0-49d8-bfae-3ab56748af0a,0cec8596-9d56-433f-be2e-f0157340fb06,East Joannaview,Austria,454.97,p2p,mobile,0,0.01
1290,2025-07-09 03:08:38,f398656b-adc1-443c-9982-e6aec395dcf3,fb214942-9251-410d-95b1-c8119649b9fa,North Michelleville,Germany,3630.59,bills,mobile,0,0.21
1291,2025-05-30 19:36:24,a9cb63fc-f4b8-4266-b907-8c3cae44e5fe,94bcb01e-ee88-49be-8592-76e2c2672860,Jenniferville,Netherlands,865.03,merchant,bank_app,0,0.94
1292,2025-10-04 03:05:20,9908b5d7-747b-48e2-a5e0-a2e777bcd1f9,6fff49c4-46df-43bb-9fa1-2b0e7458a549,West Dennismouth,Netherlands,3375.24,merchant,offline,1,0.88
1293,2025-05-28 04:21:52,5bec5d3f-e6b1-4211-9a73-11d64d32b615,d21dd4b8-c8c6-496c-beb9-d2452f15a028,Josefort,Ireland,4412.67,p2p,mobile,0,0.5
1294,2025-08-01 06:04:14,387b05b3-81ea-4a7f-a4e4-6b380aa5abaf,7f69deeb-88cb-4620-bdd8-e7f1cb82e620,Wadetown,Austria,1106.02,p2p,mobile,0,0.11
1295,2025-08-04 21:28:02,58f1aa3b-e815-41f0-96f0-ede1ad4035c6,01794d2b-8f61-4eea-9528-9b7a012f51f0,West Tina,Finland,2613.96,merchant,web,0,0.04
1296,2025-01-30 02:11:03,b531985b-1847-4492-bd20-1b67c26fc48e,bc299303-49f0-473a-b26b-776f5cb58580,Rodriguezhaven,Italy,3868.6,others,mobile,0,0.49
1297,2025-05-22 12:34:06,47a3dbe5-cf95-4ae4-9259-7cc96d3b85c1,900c5f82-3048-4c20-9d73-d19f5dd33c70,East Scott,Italy,2903.16,salary,bank_app,0,0.34
1298,2025-08-31 23:15:51,19ba24b5-d50b-43e4-93b1-d35f0671b752,8a058c15-7993-4fdd-8ae1-547d89b9c003,Lake Codytown,Austria,4208.68,merchant,offline,1,0.9
1299,2025-02-07 15:00:44,6000f206-8765-4dc3-968e-f27889dceb66,b7414f34-fd74-4b1c-8d38-963c1af0b117,Rodriguezfurt,Portugal,4725.95,p2p,bank_app,1,0.98
1300,2025-02-11 10:09:43,dc2cfaa9-ac12-4bf7-89ee-f0691b73f166,55a2f26e-adf1-4a41-ba32-7e0ee9d2a963,Kellyview,Belgium,1943.46,bills,mobile,1,0.11
1301,2025-10-18 02:11:19,99bcad57-dfd5-48b0-82fc-54cc056259e4,2f915771-a8b0-4709-be4c-724aef8b3166,North Jaclyn,Netherlands,638.44,merchant,bank_app,1,0.72
1302,2025-09-28 11:46:10,41fd2567-0578-485c-8fbc-7e9671c4899d,b5eae3c2-c799-46e1-8277-f4843c077371,New Pamela,Germany,3698.01,bills,mobile,0,0.63
1303,2025-06-06 06:24:38,0e53fe59-f9d4-40e8-b64f-a426eedb2967,05b3c424-521a-402a-85eb-fef3a945f1b8,New Tiffanyport,Italy,352.3,p2p,web,0,0.27
1304,2025-07-06 14:39:22,20a1db9e-9253-4e3e-ab12-c321b6187fd4,18ccdaa4-73ff-4eb6-9d09-975b78c6b64a,Santosshire,Portugal,4961.51,salary,offline,0,0.95
1305,2025-02-02 08:41:50,665ce862-a96d-4fc6-a936-d192bf00eae9,c5d2dc44-dfe6-4da0-82d0-98f745a6f998,Bennetttown,Italy,1529.76,salary,web,1,0.19
1306,2025-06-14 19:14:54,a971ca7e-c15b-4814-b1c2-244fcc52ab22,8c614c86-14ff-473c-b576-2c6372eb5be6,Cristianland,Austria,2837.61,p2p,bank_app,1,0.85
1307,2025-03-24 16:55:21,6df2c343-c397-4959-bdf8-02e2983a8622,bd8aa9f0-ec28-4e5d-a850-7a7cccce3526,Caitlinmouth,Belgium,2169.76,p2p,bank_app,1,0.93
1308,2025-07-01 23:01:42,61fdd951-942e-48c4-a342-0ddc42920b45,5d81adfd-cadc-4122-8c45-b28b91133507,Tateview,Belgium,2724.0,merchant,offline,0,0.67
1309,2025-02-27 14:17:27,ec974159-87d1-41bb-a216-727acdbf59a0,f1a0b858-6673-4782-861b-cc2aeb19b8ea,New Anthony,Finland,2246.63,others,bank_app,1,0.63
1310,2025-10-18 21:30:43,b769a61a-2c91-4059-95d5-5efd81ffd9c2,a94d68d5-b344-4449-963e-5b4dc7ef9c4e,Port Carolfurt,Germany,4282.92,salary,offline,0,0.3
1311,2025-09-08 11:21:57,728c69f0-a5f9-4f45-827e-d0c7bfdc7f43,6d111014-32f6-4761-96c3-5ac510f5e237,North Roberthaven,Finland,1463.93,merchant,offline,0,0.94
1312,2025-10-04 22:37:41,4db5bc23-f259-454b-8f77-a27f42a74165,13166a79-8699-40d9-b235-c192d9f74355,Harrisonshire,Belgium,2651.35,merchant,mobile,1,0.27
1313,2025-09-12 03:03:53,4b048562-3aef-4f49-8679-9f5309cd81eb,d46e39b5-8658-4c33-a92e-e279ca390fe0,Lake Lisaville,Germany,3785.65,merchant,mobile,0,0.96
1314,2025-03-26 07:47:41,9e87a43a-8c12-4918-a25b-50f0286361e6,ea6e9326-7da4-4495-82ae-0d958809c54e,North Angelastad,France,4157.56,merchant,offline,0,0.95
1315,2025-05-06 19:30:45,518a27dd-8dc8-4233-bd54-2b897694b197,ff0e468e-864a-41d1-a725-7b6afecd2969,Cisneroston,Finland,4381.85,p2p,offline,1,0.41
1316,2025-10-07 23:38:32,c630e889-894d-40d0-b1cf-ca266144cdfc,acb41065-90ff-415d-ad2a-640a2b8e9da2,Padillashire,Belgium,1715.53,merchant,offline,1,0.29
1317,2025-05-07 12:49:03,688453b6-63c8-4a34-bdbb-d32c35399198,4c19de0a-bf80-4475-a8cd-891d0bbace92,West Kathryn,Italy,1605.11,salary,bank_app,0,0.95
1318,2025-10-26 14:08:21,1553b803-4ef1-43c1-9635-8606c235c2e1,6c6a0322-c681-4129-a85b-1814812f56d8,Port Jennifer,Portugal,810.59,merchant,bank_app,0,0.88
1319,2025-05-24 16:49:47,5d07071a-263d-44c7-8876-aac2699bded1,16032444-d5f2-4bc7-83cb-e7dc8b19bdf4,Jacksonchester,Ireland,922.32,p2p,web,0,0.37
1320,2025-06-04 04:38:11,e05ba1b1-c966-4915-a198-f22c11e47e30,a745bfca-4f54-4201-9fa3-30bbf69bc601,Rebeccaville,Austria,3682.79,salary,offline,1,0.4
1321,2025-07-11 05:52:20,b77ac0ca-1234-4f89-a285-8d4668f4dfc4,f292dd67-d95d-4f0d-b77d-d25260a7ec7b,Quinnhaven,Spain,975.33,merchant,web,0,0.68
1322,2025-09-13 11:16:49,c05a20dd-9f2e-423b-b94e-7e4caec1225c,21224010-affc-49eb-b3a1-8ae14d81c22c,Lauraville,Italy,4032.57,merchant,bank_app,0,0.45
1323,2025-07-26 17:20:34,b2450f92-7623-4ce8-a150-5cd4407147d2,f8870631-69d1-4397-bd9b-90cf530fe3c4,Rhondaburgh,France,1423.47,salary,bank_app,0,0.03
1324,2025-06-26 09:09:02,93bb015b-bcd2-4d9f-a058-18f48ed6f375,f3bc9e88-5e98-4cb5-9e01-9a4a839c78f1,North Jacob,Austria,1573.05,merchant,web,1,0.8
1325,2025-05-20 05:11:29,75f40e9c-0e06-4348-b78e-54a999179553,2ccea78e-f3d5-4f20-bad7-2fab39e5704d,East Debrahaven,Portugal,582.57,others,offline,1,0.35
1326,2025-07-22 03:39:08,1c0af65c-fcac-4ace-bed1-4d4ebe5c05f2,5b21e4a1-c453-47b4-adcf-1e9a3bab0f44,New Stephanie,Netherlands,904.31,salary,offline,0,0.86
1327,2025-10-26 15:51:36,90ffa628-6b85-4382-9914-4b7154171806,dd328fa8-4a93-4314-bd5b-7a9e0701b154,South Suzanne,France,3778.09,merchant,web,0,0.21
1328,2025-08-02 00:16:01,462a8502-a98b-4168-86c7-07ceba867dff,6e7dea11-ac36-49b2-9bc1-4abcd9c05d57,West Susan,Ireland,4625.88,merchant,web,0,0.11
1329,2025-09-01 00:57:38,f45ce185-005a-4e1a-ba44-91d691dfa258,573d623f-51e8-4077-a05e-b61ced26d980,New Kevinbury,Austria,795.36,salary,mobile,0,0.15
1330,2025-09-23 06:07:05,fd98acda-f426-4695-b696-63743788eeb2,e6c3a5e9-7244-439a-802d-9e7d245a599b,North Emilyport,Finland,4015.13,others,mobile,1,0.47
1331,2025-05-06 19:17:21,2818400f-df53-441a-9994-55c1ea0643b3,33fb5502-8269-4d20-be63-fea7ccd4be49,South Samantha,Netherlands,108.16,p2p,offline,1,0.28
1332,2025-01-14 02:23:23,10e05820-3207-4c0c-8c08-e59e3c24b67d,293c635b-aad2-4a20-b993-ae0ee6216d65,New Markview,Italy,534.09,others,bank_app,1,0.87
1333,2025-07-03 08:18:02,8fc95469-9872-4238-a52f-550bf41d649e,14d77b42-d8dd-45ed-99db-b6e05de429e4,North Amyshire,Spain,987.55,bills,offline,1,0.28
1334,2025-11-12 14:40:46,5f0b5f2c-8d83-45e9-b4c1-8afb944d893c,833acf51-55f6-41a7-af7e-bb0989826ef8,New Jamie,Portugal,2894.93,merchant,bank_app,0,0.11
1335,2025-04-09 21:17:32,67fbe7ad-84a7-4acd-bb49-9ebd203a9b62,d1f8dfba-5fd1-4885-a61a-f2ccc4ca0a41,New David,Ireland,3137.76,p2p,mobile,1,0.01
1336,2025-01-18 20:46:43,48fae9a6-1a8a-485f-a335-f308156a17f6,eab48294-f111-4875-8790-283a85ba2a0a,East Barbarachester,Germany,322.08,others,offline,0,0.15
1337,2025-04-30 08:12:44,3d4a566f-4e59-4189-a7cd-95441e042383,0c2100c6-f933-4f1e-aa70-0297ceb094c2,West Marytown,Italy,3525.65,bills,bank_app,0,0.93
1338,2025-03-13 18:20:04,caaf0535-a045-47a4-87c3-cc258f188627,a00d4727-0956-48bf-a8f3-8d48e489e26f,West Colefurt,Finland,3037.63,salary,web,0,1.0
1339,2025-06-29 19:42:26,1729e670-ca38-4fb9-8d10-9e381215d7fe,1ba03aa9-6062-47e1-9f44-0b184e09189e,Fordview,Finland,1298.97,p2p,web,1,0.09
1340,2025-01-15 14:00:47,ae1fb129-52a8-4000-8202-41dc1f4f55f5,a9ccb8a8-8da0-49ec-aed0-54aea7140e1c,South Michelle,Italy,4315.25,bills,offline,1,0.85
1341,2025-10-27 18:01:55,98957ae1-71c6-4dd3-8c6b-097af7dd9fe0,fbb59e22-0229-4fc5-a7f3-30029de0abb0,West Bryan,Belgium,3816.67,others,bank_app,0,0.25
1342,2025-09-23 08:51:12,305479fa-c1b0-4e13-82d7-b0a18a68ce27,740ff41d-40dc-4ba5-b8f5-245f521d2ae1,New Nathan,Belgium,789.23,salary,bank_app,1,0.73
1343,2025-07-06 01:26:35,523a1664-4d5f-4ee7-8df7-e3ef1fc5dd14,b8c50f78-3c8f-46df-9975-a62c59475520,Kelleyborough,Finland,1577.48,merchant,mobile,1,0.44
1344,2025-04-12 15:33:20,dbd05dee-a69d-47cd-96be-a9c379abf3bd,def16b9f-153b-4bc8-bea7-d84765bd8a54,Davistown,Germany,1326.06,salary,web,1,0.99
1345,2025-07-01 08:18:08,cc5c3cdc-2393-4914-92ba-442c63c7ac53,fcf2e05b-afd0-482e-8166-1afb4d32b7b7,West Courtney,Belgium,4553.76,merchant,bank_app,0,1.0
1346,2025-02-04 03:11:33,96354530-1e89-4609-b53e-98c7b14188f3,d13e21be-c0d2-4bc7-a02e-0b322bf4f5f9,Smithton,Netherlands,1404.96,p2p,mobile,0,0.47
1347,2025-03-29 01:47:29,bd562d20-8489-4f65-939d-f4a73cd2fb3e,b20a49cf-3720-42e2-aacd-00b36b5ebfe7,Zamorabury,Italy,1447.9,p2p,web,1,0.49
1348,2025-04-23 15:50:13,8a5613f4-5d00-4c5b-97a5-59d336e11302,8a980dc3-a8af-40f7-94f9-615de818635a,Navarroton,Portugal,72.74,salary,web,1,0.12
1349,2025-08-14 03:17:20,a149c247-c90a-426d-9f34-9f76980f6309,de25f925-653c-4953-ba13-11f2c8515fe5,Lake Nancyville,Netherlands,3496.65,merchant,offline,0,0.34
1350,2025-06-05 17:09:23,2d44d884-0e43-49ba-8633-bc0ff44ddf0d,d8a73118-2e6d-488b-8331-13202b9178c7,Walterbury,France,1018.77,p2p,web,0,0.81
1351,2025-08-03 17:57:49,236e73b6-48d5-4a88-bdc7-f10441d77be6,84b7b664-cecb-4341-a1de-85daed196810,Macdonaldhaven,Italy,4498.26,salary,offline,0,0.85
1352,2025-02-22 11:25:43,509f8890-e839-4637-958e-c8932b62aae2,4543bca3-5bbd-4dcd-bf13-936a9712afb1,New Carolfurt,France,4056.7,others,bank_app,0,0.87
1353,2025-06-16 10:04:21,fea14d76-eb2d-4b39-abd9-c9ad7a55771e,f6f6d665-aa84-4ed1-9a2b-3bdfc72117af,Port Michelleside,Italy,4454.81,p2p,web,0,0.16
1354,2025-03-17 14:43:37,7303b13f-856e-4443-a837-b1395428462b,c536e477-33db-4a80-9ce5-e02c05c8b115,Taylorshire,Belgium,4868.16,merchant,bank_app,1,0.45
1355,2025-11-18 05:58:50,f2986746-3180-4756-80cb-71acb1202114,07f1e357-3cd5-4c53-a220-57936e00287e,Johnview,Austria,2579.59,bills,offline,0,0.35
1356,2025-02-04 15:01:32,c966d9fb-fd6b-4711-a016-ec0539a938df,7a38dc67-c2df-4efb-ab4a-838a01580a1e,North Kristinshire,Belgium,1532.05,salary,bank_app,0,0.53
1357,2025-05-29 21:57:38,5f4fb97c-5fde-48f1-b700-3a421694e616,8cdbdec4-d595-4139-a298-298b611186e1,East Kellymouth,Ireland,2597.15,p2p,web,0,0.02
1358,2025-02-04 20:32:00,966f77e0-592d-4207-9161-c8b1a06e9c59,58ff7ca8-129d-4bdc-9df5-ad7a9467cfd1,Wrighttown,Italy,192.2,salary,bank_app,0,0.91
1359,2025-01-07 16:30:40,f0b8256a-fff4-47a2-94b6-be1d89b161da,d303abd8-f93d-4778-8ad1-c992626dd7ea,Sanchezfurt,Netherlands,3557.44,merchant,mobile,0,0.11
1360,2025-09-27 16:18:21,3ec8df75-d137-41e0-bb4c-cb5b25abd44c,c0f24db4-a0f8-4097-a12e-7fdd4ead023d,Porterborough,Finland,2726.68,others,web,0,0.84
1361,2025-09-09 03:37:01,6c844232-2f4a-4ff1-be51-831e8a24a8fc,8adf9e8c-a1ad-43e9-bbe0-ae58924a5930,Jefferymouth,Italy,4012.81,others,web,0,0.1
1362,2025-10-03 17:17:24,be3ddc2a-0599-4325-afc6-33bd0d1fa65a,50d34beb-7a8e-4b7b-8a45-05c20d3b29b2,Youngton,Spain,990.44,others,web,0,0.46
1363,2025-10-21 10:16:00,c5ba3854-238c-4465-9523-91511c34f6f8,be7654fa-7052-4461-9945-18aa58ca2e09,Smithville,France,1186.25,others,web,1,0.69
1364,2025-05-13 03:36:11,f607e4e7-0e42-4568-9361-821bbbfd89cf,e07660d4-98ba-4f67-baa1-db29dcd1891e,Brendastad,France,1347.55,bills,web,1,0.66
1365,2025-04-15 22:55:14,0dafba2f-d5f5-4418-8cf5-9f4c8bc5bde7,f3c6dd15-fa76-42cb-aca5-680ec53bf916,Jameshaven,Germany,2558.65,p2p,mobile,1,0.95
1366,2025-04-04 04:53:37,ddd5ebd1-5e9f-4d2c-a47f-4b463a63b311,5076ec7c-2821-40a5-b10c-8ca90e2c0da1,Port Tyler,Germany,3500.25,bills,bank_app,1,0.68
1367,2025-03-22 12:58:32,d9d8381b-9fd9-4a69-9f33-486b4a2ea925,66b86ae0-1be4-4bf3-9f9f-28fd1e2f4ffe,South Laurafort,Ireland,3182.15,salary,bank_app,0,0.26
1368,2025-05-15 14:24:24,5083aee4-5c8c-4e08-acd5-b0fb925fa27b,16abd1a7-e5fc-4ecc-8b54-33be56ca311f,West Tanyaburgh,Netherlands,4530.54,salary,offline,0,0.48
1369,2025-07-10 21:20:03,ac2d36e4-f9be-4f31-9a50-607e5464f874,b89eadad-2d18-4ecd-8a56-fd453b562b1e,Jeffersonport,Netherlands,3032.42,p2p,bank_app,0,0.82
1370,2025-04-25 10:55:51,adc27b76-d9d8-4439-819f-009acd93b27d,6ecd1e26-d7a3-4754-b5d3-78918f1f04c6,Mathewstad,Finland,288.51,bills,offline,1,0.35
1371,2025-08-16 05:28:36,9050c218-2494-49e6-8d84-0765688ffc49,781c10ab-6a88-4be4-8da8-6523d83d6800,Ashleystad,Germany,2409.28,bills,offline,0,0.52
1372,2025-03-02 10:06:45,564e95d3-ad73-46d6-b62e-92c6500ef8c7,8bb483b0-e546-4906-8160-89e9534f97c0,West Gina,Italy,84.8,bills,bank_app,0,0.54
1373,2025-01-13 10:27:54,4e1a9a20-bfc2-4fb5-b944-f97b1736810e,8e9abdb2-4d9d-4b56-9582-0dd2ed71e2e3,West Monicaburgh,Germany,4041.93,bills,mobile,0,0.6
1374,2025-11-17 01:04:33,ef5f7bc9-abe0-4b5a-b71e-081a34f0c239,57173144-6cbb-46ed-b701-5443e45d7c5c,North Roy,France,3786.03,salary,mobile,0,0.02
1375,2025-04-21 13:55:42,ea72b3ca-540a-4ffa-ba3a-b28650fb656c,79e1fde3-21b5-4415-9c76-715582d9aee8,South Amandaland,Belgium,2215.49,merchant,web,1,0.13
1376,2025-09-03 11:41:43,ff793b14-47b5-4e3c-b5d1-fc67c91b9d56,ef01a294-e007-40c8-8d78-912b0054b003,Lake Cory,Finland,185.12,merchant,mobile,1,0.96
1377,2025-07-21 21:04:46,f34c9f23-85dd-4d38-a649-6e4b572e42f7,5ee27ee5-e118-4862-a22d-739cb339ff3d,Port Alexandra,Portugal,1106.48,merchant,offline,0,0.33
1378,2025-04-16 23:49:31,a9bfb1fc-109e-4945-9634-a2b432e18c60,882fbda3-a3fb-4310-9f0f-0bb92c0cdf9f,Higginstown,Ireland,1192.43,bills,mobile,1,0.6
1379,2025-11-21 07:09:09,ecc08f3c-9e2a-4ea5-a9b0-805837c6ebde,63a96220-b92a-4b5b-bf83-5340eeb30aa4,Mcdonaldmouth,Finland,2090.95,others,web,0,0.43
1380,2025-08-26 11:15:00,3f402b1a-c206-4dc7-af3a-b9844962c4c2,bab138ce-4d16-498e-832b-78c24fc09646,Moraleston,Finland,2529.92,bills,bank_app,0,0.32
1381,2025-07-08 16:44:46,957ac246-181f-4aa8-9deb-60e42424fc94,128377a0-1323-4ca8-918c-cd9904ee2171,East Chase,Netherlands,3759.75,others,bank_app,0,0.32
1382,2025-05-05 01:22:43,b1eeb302-fc77-4a6e-b8f5-9b3e865d0d2f,606c33c5-86c0-41ef-9bb4-70c70aebd406,New Charlotteside,Ireland,4362.08,salary,offline,1,0.98
1383,2025-04-25 16:37:41,e1dd6fad-9432-41c8-bbc4-69bacdee2940,4a790589-ca76-47e7-a09c-22f923fb174c,East David,Belgium,4681.37,salary,mobile,1,0.03
1384,2025-05-11 05:58:53,49a62a0a-a73f-4b63-badb-07db2cfb7eb8,1b49279c-917f-4883-8408-9909dc3c69d9,Thomasmouth,Belgium,2184.54,merchant,offline,1,0.02
1385,2025-07-18 10:49:22,e9edea62-a043-40f7-b212-ad0efce29d7d,209ef1a0-5ed6-4289-8a5f-3d8bfc733923,Christineton,Netherlands,4204.66,others,bank_app,0,0.79
1386,2025-10-26 19:12:03,94ec492e-3961-41e6-bdbc-34fa29a326eb,1d300e7d-786d-4803-a322-b906752703b1,Parkermouth,Italy,4649.79,merchant,web,0,0.35
1387,2025-06-24 11:45:51,643743a2-2dec-4d87-a524-0005e15885d0,cc43607d-29c4-46ad-8391-6b6f651bd7bb,Lake Jason,Ireland,832.91,p2p,bank_app,1,0.05
1388,2025-07-15 02:00:27,b8e50362-d370-4be3-a9a6-4927d61683fe,18a648a0-1025-4582-ad6d-4a71b1db9b52,New Benjamin,Germany,2143.89,salary,web,1,0.14
1389,2025-04-21 14:19:03,927abc43-046c-45cf-ae34-1050e6b99263,faf7b8f7-02bf-44bc-bf4c-d96260ad43d5,Brandonport,Portugal,3603.09,merchant,web,1,0.12
1390,2025-03-08 14:18:27,78984c7a-3d74-4e21-a443-3a425347e753,0a25e52d-41f2-4aea-9206-0a782077d5a8,South Markfort,Finland,767.84,bills,mobile,0,0.15
1391,2025-05-15 11:20:54,5e46484e-52b9-497a-a87d-3f3633f8b601,2db8c970-93e0-406b-b5bd-d5a87119658c,West David,Austria,3033.95,p2p,bank_app,0,0.33
1392,2025-08-27 21:16:39,850bb713-6e53-4f7b-8bdc-193e65cba363,607f7a79-2039-4baa-8db8-0eaf4eb5e51b,Danielport,France,311.24,others,mobile,0,0.28
1393,2025-09-05 19:14:40,e451c489-5469-49c2-b7fb-27117209c63f,fa30427f-f81d-45de-aa91-54fde455180b,Wellsborough,Italy,3183.39,merchant,offline,1,0.02
1394,2025-08-10 12:41:31,31d1fc89-ea82-4e22-bfc8-e640052324bc,e9dc8146-99cb-4226-9d78-c9a66f8ec9ad,Ericafurt,Netherlands,4122.89,others,offline,0,0.66
1395,2025-09-02 02:37:54,63b0594c-5634-4cad-b685-3ceed06dac90,0e6f2938-d1bb-453c-8922-d2279a4055ee,Lake Dawnfort,Finland,2949.3,merchant,offline,0,0.87
1396,2025-11-15 12:20:34,957045ab-0984-43e2-8d8b-ad0d6fab309a,d1594cfb-9feb-49f8-b512-d2986720a0a4,North Daniel,Netherlands,938.01,others,mobile,1,0.58
1397,2025-02-26 14:35:55,6a4516ff-3301-48ea-97f0-ba7d6d57acdc,b51f2424-1aec-4d17-a93f-2badac84dcf5,Deleonburgh,Austria,4701.25,others,offline,1,0.05
1398,2025-08-17 11:35:52,2c21ca8d-776a-464c-99b5-a507d41dc310,43c37a33-12c6-4ffc-8844-c8274c27631f,Powersmouth,Finland,4743.91,bills,mobile,0,0.16
1399,2025-07-06 15:40:29,20d4ea12-9622-410d-bc81-70288b948b16,c6197ae2-68c7-4f2a-b504-23b220705cbd,Ericmouth,Italy,56.11,salary,bank_app,1,0.97
1400,2025-08-21 00:38:37,eac21ed2-23b8-47e0-8692-00a5c6ca188a,c7eb706e-c507-44f1-8ed6-fa9dcad42c38,Danielfurt,Germany,1635.48,p2p,offline,1,0.32
1401,2025-05-24 07:49:34,22e241ee-907c-40a5-8ad9-83cd7565c797,6fcc9021-8ac4-4274-83bb-8e84437fe61e,West Nicole,Italy,2719.05,p2p,bank_app,0,0.7
1402,2025-03-02 17:16:00,24e9cd9c-f882-4b77-9516-2ae3c908ab38,7f5cfceb-fd6d-4673-a668-005c0fae6b0a,South Andrewville,Austria,3211.81,p2p,offline,1,0.65
1403,2025-09-06 02:39:58,3605252c-ba04-4b3f-9fc7-14d80d69fa9c,ea6249f7-4270-4464-aef8-633008032e0e,Aarontown,Belgium,1546.66,salary,web,1,0.5
1404,2025-04-30 09:36:53,7b7da3b8-d3f5-4ee2-9c4d-45b7f44c89a6,f4db5ee8-7c3b-4649-a6c1-a0c2bb1f563c,Johntown,Austria,2068.1,bills,mobile,0,0.13
1405,2025-02-23 07:50:35,934acd9e-ddb7-472a-b560-8cc8132522bc,42a11fb7-9343-4613-b924-5060ef730fc4,Harrismouth,Belgium,3383.75,p2p,mobile,0,0.2
1406,2025-02-14 17:18:47,983d6e1a-8328-4bcb-a3f8-2b906c497efb,5f69f138-ab4d-4db0-814f-8493bb1b36b2,Lake Catherine,France,775.33,salary,web,0,0.48
1407,2025-06-08 16:49:22,456b0887-4df9-4958-bfef-beffd1da381e,dc77a224-c806-43ac-8fcb-aa1097c4d913,Lake Derrickside,Netherlands,279.15,bills,mobile,1,0.37
1408,2025-04-11 21:19:10,e157356c-a441-46d6-893b-191aa61376e1,0720675e-9fda-4a2f-a589-c53a8986b287,Port Laurashire,Germany,2058.13,others,web,0,0.79
1409,2025-06-09 01:49:35,510a9c5e-9cb0-40f4-a983-b0090141e6a8,8e5015bf-c361-4777-868a-33c4328397b6,West Christopher,France,3205.64,others,web,1,0.34
1410,2025-01-28 20:40:52,2e7e2dae-67d3-44ca-885c-33e67f514653,29c97deb-a192-44fb-9763-689113677710,Michelleland,France,1304.7,salary,mobile,0,0.16
1411,2025-10-23 07:15:11,302c0526-30fc-4c75-af81-00dc0af0bce5,335d05a3-069b-4d22-95ad-26c7c77d6a28,Michaelbury,France,2993.36,p2p,offline,0,0.12
1412,2025-05-16 05:32:32,db7bf05e-36ea-4d73-b04a-d80ffad424d4,5cebea6b-063f-4c78-8ef2-181f3389ec35,Chrisland,Germany,4465.03,others,mobile,0,0.12
1413,2025-01-28 20:19:53,5426214c-8ac7-4e42-89db-cddc9a1a3ec7,ac51137b-4ea2-46c9-8815-e6ee8744a7d7,West Deannamouth,Germany,1720.4,others,bank_app,1,0.69
1414,2025-05-31 19:43:22,684be0da-9249-4128-9a74-37785dd91f4b,c15e8614-4d65-42d9-adeb-9021cbc10bba,Martinezberg,France,3129.02,merchant,offline,0,0.55
1415,2025-04-07 17:07:05,af6529b1-63f9-4d7f-8494-73e0d09f6137,e0a372d6-2456-467b-a202-9bb7baadff8b,Frankchester,Austria,3080.02,others,mobile,0,0.76
1416,2025-01-14 08:30:27,1d32799c-fde1-4216-8e4e-852e43d3be81,da541ce2-3056-4458-a797-e579749a5e1e,New Jamesshire,Portugal,2054.36,merchant,web,1,0.13
1417,2025-07-13 07:03:45,d7de0241-0fd6-4953-8b90-433d540672c8,1dff6576-5018-4150-a16a-a9717bd5c26a,West Ronald,France,2395.76,salary,bank_app,0,0.7
1418,2025-02-26 10:39:53,c0dd6fe4-5ba2-40be-98c2-cf30c5d22b54,97cc96e9-9288-4c43-a95e-8b571bf9f856,Robertstown,Netherlands,2654.45,salary,web,1,0.03
1419,2025-05-20 19:32:40,b5f5c8c0-5e4f-4e4a-a4b5-bc2a2ecb21b8,ee92d2f6-93a7-4168-bd31-6199876b0533,Jonesville,Austria,4197.35,bills,web,0,0.04
1420,2025-07-12 06:18:01,a1aafdc2-7510-4f0c-8b93-032c4a612c90,ec6263ba-2011-4897-acf2-02b222fdf799,Lake Joseph,Portugal,1553.68,salary,offline,0,0.83
1421,2025-05-13 18:51:44,e5c303e1-3772-47a3-b75d-1773d2856802,0c622c29-02a7-46a7-a6dd-ff9906f29a27,Marshallshire,Germany,2618.7,p2p,bank_app,0,0.71
1422,2025-07-28 02:36:02,45e96686-a755-42a6-9ad3-5119a9c3e91c,962447df-a231-4217-b8db-1c4602bc066f,Cynthiahaven,Italy,3029.09,salary,offline,1,0.42
1423,2025-08-18 14:03:41,5ad8292e-9306-478c-932e-6e6a4408e772,d9904c86-54c9-4446-9d5e-26454aefd254,West Johnmouth,Portugal,2214.59,merchant,offline,1,0.45
1424,2025-03-30 06:45:40,dbf95fa1-5976-489f-83e6-f246df7121f8,9c65c90c-aad2-408a-8ef5-b79a1e741e5c,West Joshuatown,Austria,450.97,bills,web,1,0.31
1425,2025-10-24 14:53:20,019b4808-acda-4360-a20e-5bf580eadd48,93fa1fa7-9db2-42e6-ba23-c4e509b86f1c,Lake Emilyville,Belgium,2517.49,merchant,web,1,0.32
